,RM355 ZN14 ZN-T,KIT-OFF ZN10 ZN-T,GUIDANCE ZN11 ZN-T,PRINCIPAL ZN11 ZN-T,RM260B ZN11 ZN-T,RM375 ZN14 ZN-T,RM375-02 ZN-T,RM377-01 ZN18 ZN-T,RM361 ZN20 ZN-T,RM116 ZN06 ZN-T,RM138 ZN09 ZN-T,RM260 ZN11 ZN-T,RM303 ZN14 ZN-T,RM305 ZN14 ZN-T,RM307 ZN14 ZN-T,RM309 ZN-T,RM310 ZN09 ZN-T,RM311 ZN14 ZN-T,RM313 ZN14 ZN-T,RM335 ZN18 ZN-T,RM337 ZN18 ZN-T,RM339 ZN18 ZN-T,RM343 ZN18 ZN-T,RM349 ZN20 ZN-T,RM353 ZN-T,RM373 ZN14 ZN-T,RM379 ZN18 ZN-T,RM137 ZN09 ZN-T,RM139 ZN09 ZN-T,RM201 ZN19 ZN-T,RM203 ZN19 ZN-T,RM205 ZN19 ZN-T,RM207 ZN19 ZN-T,RM211 ZN19 ZN-T,RM215 ZN-T,RM222 ZN-T,RM224 ZN-T,RM225 ZN-T,RM226 ZN-T,RM227 ZN-T,RM228 ZN-T,RM230 ZN-T,RM232 ZN-T,RM237 ZN-T,RM241 ZN-T,RM243 ZN-T,RM245 ZN-T,RM247 ZN-T,RM249 ZN-T,RM251 ZN-T,RM253 ZN-T,RM255B ZN-T,RM364A ZN02 ZN-T,RM364B ZN02 ZN-T,RM267 ZN-T,RM271 ZN-T,RM273 ZN-T,RM301 ZN20 ZN-T,RM320 ZN22 ZN-T,RM323 ZN22 ZN-T,RM325 ZN22 ZN-T,RM326 ZN22 ZN-T,RM328 ZN22 ZN-T,RM345 ZN18 ZN-T,RM347 ZN20 ZN-T,RM351 ZN18 ZN-T,RM357 ZN20 ZN-T,RM359- ZN20 ZN-T,RM365 ZN20 ZN-T,RM367 ZN20 ZN-T,RM369 ZN20 ZN-T,RM370 ZN20 ZN-T,RM377 ZN14 ZN-T,RM381 ZN18 ZN-T,Cafe UV08 ZN08 ZN-T,Cafe UV01 ZN08 ZN-T,Cafe UV14 ZN08 ZN-T,Cafe UV02 ZN08ZN-T,FieldHouse-NE ZN1 ZN-T,FieldHouse-NW ZN1 ZN-T,FieldHouse-SE ZN1 ZN-T,FieldHouse-SW ZN1 ZN-T
2019-01-11 00:50:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.733,,,,,,,,,,,,,
2019-01-11 00:52:19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-11 01:00:00,70.12804,71.11575,63.16224,60.36153,71.03353,64.84879,64.58926,63.83676,67.88477,63.5028,57.73883,70.58765,64.745,66.61325,67.13223,66.01645,65.21265,65.13419,66.27594,63.42157,64.27789,65.86078,66.12024,66.27594,64.27789,64.79688,64.79688,63.52536,59.91852,67.93665,67.57336,66.97656,60.05243,67.94975,61.8681,62.25536,63.75797,65.63586,68.76151,66.24184,64.04266,64.09428,70.03511,64.712,66.34277,64.99604,64.69912,63.95652,67.44286,66.5748,65.41142,62.79506,66.92465,68.09235,67.17815,66.10835,64.63985,66.97656,64.69305,68.68915,71.23215,72.39981,72.08844,67.08035,65.80887,63.62915,66.40567,67.67715,63.78488,63.68106,64.12219,64.84879,62.85071,66.06836,64.14822,64.00766,64.14822,64.00766,58.65625,57.875,62.53125,58.46875
2019-01-11 01:03:49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-11 01:10:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.733,,,,,,,,,,,,,
2019-01-11 01:15:00,70.12804,71.11575,63.16224,60.36153,71.03353,64.745,64.48547,63.78488,67.93665,63.5028,57.68692,70.58765,64.79688,66.61325,67.08035,65.96457,65.11136,65.10825,66.22403,63.42157,64.27789,65.91266,66.12024,66.30188,64.12219,64.79688,64.745,63.47348,59.71091,67.83286,67.52145,66.87277,59.94867,67.94975,61.8681,62.25536,63.75797,65.63586,68.76151,66.24184,63.8441,64.09428,70.03511,64.712,66.34277,64.79522,64.49902,63.95652,67.44286,66.5748,65.41142,62.79506,66.92465,68.09235,67.17815,66.10835,64.63985,66.97656,64.58926,68.63727,71.18024,72.39981,72.08844,67.02844,65.70505,63.57727,66.40567,67.72903,,63.68106,64.12219,64.90067,62.85071,66.01645,64.14822,64.00766,64.14822,64.00766,58.65625,57.75,62.53125,58.4375
2019-01-11 01:15:19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-11 01:20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.68106,,,,,,,,,,,,,
2019-01-11 01:26:49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-11 01:30:00,70.12804,71.00949,63.16224,60.36153,71.03353,64.79688,64.53735,63.68106,67.72903,63.5028,57.58313,70.58765,64.69305,66.61325,67.08035,65.91266,65.11136,65.13419,66.22403,63.36969,64.27789,65.86078,66.12024,66.27594,64.1741,64.69305,64.69305,63.47348,59.76285,67.83286,67.46957,66.82086,59.84488,67.94975,61.67,62.25536,63.55248,65.63586,68.76151,66.24184,63.8441,64.09428,70.03511,64.712,66.14313,64.79522,64.49902,63.95652,67.44286,66.5748,65.41142,62.79506,66.92465,67.98856,67.17815,66.10835,64.63985,66.92465,64.48547,68.68915,71.23215,72.34793,72.08844,67.08035,65.75699,63.47348,66.27594,67.62527,63.68106,63.57727,64.07031,64.745,62.79883,66.01645,64.14822,64.00766,64.14822,64.00766,58.4375,57.75,62.34375,58.1875
2019-01-11 01:38:19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-11 01:40:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.62915,,,,,,,,,,,,,
2019-01-11 01:45:00,70.12804,71.00949,63.16224,60.36153,71.03353,64.69305,64.48547,63.68106,67.83286,63.40038,57.37552,70.58765,64.64114,66.50946,67.02844,65.91266,65.00918,65.10825,66.22403,63.31778,64.22598,65.86078,66.06836,66.27594,64.12219,64.64114,64.69305,63.31778,59.65903,67.83286,67.46957,66.71704,59.68915,67.75056,61.67,62.25536,63.55248,65.63586,68.76151,66.24184,63.8441,64.09428,70.03511,64.712,66.14313,64.79522,64.49902,63.95652,67.44286,66.5748,65.41142,62.49685,66.87277,68.09235,66.87685,66.10835,64.33168,66.92465,64.38168,68.63727,71.18024,72.39981,72.14032,67.02844,65.70505,63.42157,66.30188,67.67715,,63.57727,64.0184,64.79688,62.79883,65.96457,64.14822,64.00766,64.14822,64.00766,58.375,57.59375,62.1875,58.25
2019-01-11 01:49:49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-11 01:50:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.62915,,,,,,,,,,,,,
2019-01-11 02:00:00,70.12804,71.00949,62.65901,60.36153,71.03353,64.69305,64.43356,63.57727,67.72903,63.40038,57.32364,70.58765,64.58926,66.50946,66.97656,65.80887,65.00918,65.10825,66.17215,63.2659,64.22598,65.80887,66.12024,66.22403,64.0184,64.64114,64.58926,63.2659,59.45142,67.72903,67.44363,66.61325,59.50751,67.75056,61.46834,62.25536,63.55248,65.63586,68.76151,66.24184,63.8441,64.09428,70.03511,64.712,66.14313,64.79522,64.49902,63.95652,67.44286,66.5748,65.41142,62.49685,66.82086,68.09235,66.87685,66.10835,64.33168,66.97656,64.32977,68.63727,71.18024,72.5036,72.24414,66.92465,65.60126,63.31778,66.17215,67.46957,63.57727,63.52536,64.0184,64.64114,62.77289,65.96457,64.14822,64.00766,64.14822,64.00766,58.1875,57.53125,62.1875,58.03125
2019-01-11 02:01:19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-11 02:10:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.57727,,,,,,,,,,,,,
2019-01-11 02:12:49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-11 02:15:00,70.12804,71.00949,62.65901,59.86124,71.03353,64.64114,64.43356,63.57727,67.78098,63.40038,57.16797,70.08028,64.58926,66.45755,66.97656,65.80887,64.90587,65.05637,66.12024,63.16211,64.1741,65.75699,66.06836,66.22403,63.96649,64.58926,64.58926,63.21399,59.39954,67.72903,67.44363,66.61325,59.40372,67.54975,61.2649,62.0472,63.55248,65.63586,68.76151,66.24184,63.64475,63.88991,70.03511,64.712,66.14313,64.79522,64.49902,63.75259,67.44286,66.5748,65.41142,62.49685,66.82086,68.04044,66.87685,66.10835,64.33168,66.92465,64.27789,68.63727,71.18024,72.5036,72.08844,66.97656,65.60126,63.21399,66.12024,67.52145,,63.47348,64.0184,64.58926,62.77289,65.91266,64.14822,64.00766,64.14822,64.00766,58.0625,57.46875,62.125,58.0
2019-01-11 02:20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.52536,,,,,,,,,,,,,
2019-01-11 02:24:19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-11 02:30:00,70.12804,71.00949,62.65901,59.86124,71.03353,64.58926,64.27789,63.47348,67.62527,63.29082,57.06418,70.08028,64.58926,66.40567,66.82086,65.75699,64.80461,65.00446,66.12024,63.16211,64.12219,65.75699,66.06836,66.17215,63.88867,64.48547,64.53735,63.16211,59.32169,67.62527,67.39172,66.50946,59.35184,67.54975,61.2649,62.0472,63.55248,65.63586,68.76151,66.0392,63.64475,63.88991,70.03511,64.50471,66.14313,64.79522,64.2986,63.75259,67.44286,66.5748,65.41142,62.49685,66.71704,68.04044,66.87685,66.10835,64.33168,66.92465,64.12219,68.58536,71.23215,72.5036,72.19223,66.92465,65.54935,63.16211,66.06836,67.39172,63.47348,63.31778,63.96649,64.58926,62.72095,65.86078,63.64215,64.00766,63.64215,64.00766,58.0,57.40625,62.0,57.75
2019-01-11 02:35:49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-11 02:40:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.42157,,,,,,,,,,,,,
2019-01-11 02:45:00,70.12804,70.9079,62.65901,59.86124,70.53322,64.48547,64.32977,63.47348,67.62527,63.29082,56.98633,70.08028,64.53735,66.40567,66.87277,65.75699,64.80461,65.00446,66.12024,63.21399,64.1741,65.70505,66.01645,66.06836,63.78488,64.43356,64.48547,63.05832,59.2179,67.52145,67.33984,66.45755,59.14423,67.54975,61.0609,62.0472,63.35317,65.43183,68.76151,66.0392,63.64475,63.88991,70.03511,64.50471,66.14313,64.5961,64.2986,63.55217,67.44286,66.5748,65.11436,62.49685,66.76898,68.04044,66.87685,66.10835,64.33168,66.87277,64.07031,68.58536,71.23215,72.45172,72.19223,66.92465,65.44556,63.05832,66.01645,67.33984,,63.36969,63.94055,64.53735,62.61716,65.80887,63.64215,63.50153,63.64215,63.50153,57.84375,57.25,61.84375,57.75
2019-01-11 02:47:19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-11 02:50:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.42157,,,,,,,,,,,,,
2019-01-11 02:58:49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-11 03:00:00,70.12804,70.9079,62.65901,59.86124,70.53322,64.48547,64.27789,63.36969,67.57336,63.18964,56.88254,70.08028,64.48547,66.35379,66.82086,65.70505,64.70272,64.95258,66.06836,63.16211,64.07031,65.65317,66.01645,66.06836,63.83676,64.43356,64.48547,62.9545,59.16602,67.52145,67.28793,66.40567,59.04044,67.35011,61.0609,62.0472,63.35317,65.43183,68.76151,66.0392,63.44563,63.68953,70.03511,64.50471,66.14313,64.5961,64.2986,63.55217,67.44286,66.27408,65.11436,62.19609,66.71704,68.04044,66.87685,66.10835,64.33168,66.92465,63.94055,68.55942,71.18024,72.45172,72.19223,66.87277,65.49747,63.05832,66.01645,67.33984,63.36969,63.2659,63.94055,64.43356,62.61716,65.75699,63.64215,63.50153,63.64215,63.50153,57.78125,57.1875,61.78125,57.53125
2019-01-11 03:10:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.36969,,,,,,,,,,,,,
2019-01-11 03:10:19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-11 03:15:00,70.12804,70.9079,62.65901,59.86124,70.53322,64.38168,64.12219,63.2659,67.57336,63.18964,56.88254,70.08028,64.48547,66.30188,66.76898,65.70505,64.70272,64.95258,66.06836,63.1102,64.07031,65.70505,65.96457,66.01645,63.83676,64.38168,64.43356,62.9545,59.06219,67.52145,67.23602,66.35379,58.93665,67.35011,60.86113,61.84804,63.35317,65.43183,68.76151,66.0392,63.44563,63.68953,70.03511,64.50471,65.93925,64.5961,64.2986,63.55217,67.14545,66.27408,65.11436,62.19609,66.71704,67.98856,66.87685,66.10835,64.33168,66.87277,63.94055,68.55942,71.18024,72.55551,72.19223,66.82086,65.49747,63.00641,65.91266,67.39172,,63.2659,63.94055,64.48547,62.56525,65.70505,63.64215,63.50153,63.64215,63.50153,57.65625,57.1875,61.65625,57.53125
2019-01-11 03:20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.36969,,,,,,,,,,,,,
2019-01-11 03:21:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-11 03:30:00,70.12804,70.9079,62.15554,59.86124,70.53322,64.27789,64.0184,63.21399,67.67715,63.18964,56.93442,70.08028,64.48547,66.30188,66.82086,65.65317,64.70272,64.95258,66.01645,63.05832,64.07031,65.60126,65.96457,66.01645,63.78488,64.27789,64.38168,62.85071,58.90652,67.44363,67.18414,66.35379,58.78098,67.35011,60.86113,61.84804,63.35317,65.43183,68.76151,66.0392,63.44563,63.68953,70.03511,64.50471,65.93925,64.5961,64.2986,63.35405,67.14545,66.27408,65.11436,62.19609,66.66516,68.04044,66.87685,66.10835,64.33168,66.82086,63.88867,68.55942,71.18024,72.5036,72.08844,66.76898,65.44556,62.90262,66.01645,67.39172,63.36969,63.2659,63.83676,64.32977,62.51337,65.70505,63.64215,63.50153,63.64215,63.50153,57.59375,57.125,61.59375,57.3125
2019-01-11 03:33:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-11 03:40:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.36969,,,,,,,,,,,,,
2019-01-11 03:44:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-11 03:45:00,70.12804,70.9079,62.15554,59.86124,70.53322,64.32977,64.07031,63.16211,67.57336,63.08553,56.93442,70.08028,64.43356,66.30188,66.71704,65.65317,64.60038,64.90067,65.96457,62.9545,64.07031,65.60126,66.01645,65.96457,63.78488,64.27789,64.38168,62.77289,58.90652,67.44363,67.13223,66.30188,58.67715,67.35011,60.65546,61.84804,63.35317,65.43183,68.76151,65.8411,63.44563,63.68953,70.03511,64.30375,65.93925,64.5961,64.2986,63.35405,67.14545,66.27408,65.11436,62.19609,66.66516,67.98856,66.87685,66.10835,64.03313,66.87277,63.733,68.50751,71.18024,72.55551,72.14032,66.82086,65.49747,62.79883,65.91266,67.23602,,63.21399,63.83676,64.38168,62.51337,65.65317,63.64215,63.50153,63.64215,63.50153,57.4375,56.9375,61.5,57.09375
2019-01-11 03:50:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.31778,,,,,,,,,,,,,
2019-01-11 03:56:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-11 04:00:00,70.12804,70.80305,62.15554,59.35659,70.53322,64.22598,64.0184,63.1102,67.67715,63.08553,56.88254,70.08028,64.43356,66.27594,66.66516,65.54935,64.49821,64.84879,65.91266,62.9545,64.0184,65.49747,65.91266,65.91266,63.733,64.1741,64.32977,62.72095,58.85461,67.33984,67.13223,66.22403,58.57336,67.35011,60.65546,61.84804,63.35317,65.23238,68.76151,65.8411,63.44563,63.68953,70.03511,64.30375,65.93925,64.5961,64.2986,63.35405,67.14545,66.27408,65.11436,62.19609,66.61325,67.93665,66.57837,66.10835,64.03313,66.82086,63.68106,68.45563,71.18024,72.60739,72.08844,66.76898,65.39368,62.85071,65.91266,67.39172,63.2659,63.16211,63.78488,64.27789,62.46149,65.65317,63.64215,63.50153,63.64215,63.50153,57.3125,56.84375,61.4375,57.15625
2019-01-11 04:07:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-11 04:10:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.21399,,,,,,,,,,,,,
2019-01-11 04:15:00,70.12804,70.80305,62.15554,59.35659,70.53322,64.1741,64.07031,63.00641,67.57336,63.08553,56.98633,70.08028,64.43356,66.22403,66.61325,65.49747,64.49821,64.79688,65.91266,62.90262,63.96649,65.54935,65.91266,65.86078,63.57727,64.07031,64.32977,62.72095,58.80273,67.39172,67.02844,66.22403,58.46957,67.15178,60.45461,61.64908,63.35317,65.23238,68.76151,65.8411,63.44563,63.68953,70.03511,64.30375,65.93925,64.3941,64.09846,63.35405,67.14545,66.27408,65.11436,61.89429,66.61325,67.93665,66.57837,66.10835,64.03313,66.87277,63.62915,68.45563,71.18024,72.60739,72.14032,66.71704,65.34177,62.77289,65.86078,67.33984,,63.16211,63.83676,64.27789,62.46149,65.65317,63.64215,63.50153,63.64215,63.50153,57.125,56.71875,61.3125,56.9375
2019-01-11 04:19:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-11 04:20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.2659,,,,,,,,,,,,,
2019-01-11 04:30:00,70.12804,70.80305,62.15554,59.35659,70.53322,64.07031,63.96649,62.9545,67.52145,62.98125,56.98633,70.08028,64.38168,66.17215,66.61325,65.49747,64.39726,64.79688,65.86078,62.90262,63.96649,65.49747,65.91266,65.91266,63.62915,64.07031,64.27789,62.66904,58.69891,67.33984,67.02844,66.12024,58.33984,67.15178,60.45461,61.64908,63.35317,65.23238,68.76151,65.8411,63.24709,63.68953,70.23315,64.30375,65.93925,64.3941,64.09846,63.35405,67.14545,66.27408,65.11436,61.89429,66.56134,67.93665,66.57837,66.10835,64.03313,66.82086,63.52536,68.35184,71.12833,72.60739,72.14032,66.71704,65.34177,62.72095,65.75699,67.23602,63.2659,63.16211,63.78488,64.22598,62.46149,65.60126,63.64215,63.50153,63.64215,63.50153,57.0625,56.71875,61.15625,56.9375
2019-01-11 04:30:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-11 04:40:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.16211,,,,,,,,,,,,,
2019-01-11 04:42:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-11 04:45:00,70.12804,70.80305,62.15554,59.35659,70.53322,64.12219,63.88867,62.90262,67.44363,62.98125,56.98633,70.08028,64.27789,66.17215,66.56134,65.44556,64.39726,64.79688,65.86078,62.85071,63.96649,65.44556,65.86078,65.86078,63.57727,63.96649,64.27789,62.61716,58.69891,67.28793,67.02844,66.06836,58.28793,67.15178,60.45461,61.64908,63.35317,65.23238,68.76151,65.8411,63.24709,63.68953,70.23315,64.30375,65.73759,64.3941,64.09846,63.35405,67.14545,66.27408,64.81292,61.89429,66.56134,67.83286,66.57837,65.804,64.03313,66.82086,63.42157,68.45563,71.12833,72.60739,72.19223,66.66516,65.28989,62.66904,65.70505,67.23602,,63.05832,63.78488,64.1741,62.40958,65.60126,63.64215,63.50153,63.64215,63.50153,57.03125,56.53125,61.15625,56.875
2019-01-11 04:50:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.16211,,,,,,,,,,,,,
2019-01-11 04:53:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-11 05:00:00,70.12804,70.80305,62.15554,59.35659,70.53322,63.96649,63.88867,62.90262,67.44363,62.98125,56.98633,70.08028,64.32977,66.12024,66.50946,65.44556,64.2922,64.745,65.86078,62.77289,63.88867,65.39368,65.91266,65.86078,63.47348,63.96649,64.27789,62.56525,58.59512,67.28793,66.92465,66.01645,58.13223,67.15178,60.25601,61.64908,63.14283,65.23238,68.76151,65.8411,63.24709,63.68953,70.23315,64.30375,65.73759,64.3941,64.09846,63.14106,67.14545,66.27408,64.81292,61.89429,66.56134,67.88477,66.57837,65.804,64.03313,66.82086,63.31778,68.40372,71.12833,72.6593,72.19223,66.71704,65.28989,62.51337,65.70505,67.13223,63.16211,62.9545,63.733,64.12219,62.3577,65.60126,63.64215,63.50153,63.64215,63.50153,56.90625,56.40625,61.09375,56.8125
2019-01-11 05:05:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-11 05:10:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.1102,,,,,,,,,,,,,
2019-01-11 05:15:00,70.12804,70.80305,62.15554,59.35659,70.53322,64.0184,63.88867,62.85071,67.62527,62.87822,56.98633,70.08028,64.27789,66.12024,66.45755,65.39368,64.2922,64.69305,65.80887,62.79883,63.94055,65.44556,65.91266,65.80887,63.47348,63.96649,64.22598,62.46149,58.43942,67.23602,66.87277,66.01645,58.08035,66.94962,60.25601,61.64908,63.14283,65.23238,68.76151,65.8411,63.24709,63.48941,70.23315,64.30375,65.73759,64.3941,64.09846,63.14106,67.14545,65.97619,64.81292,61.89429,66.50946,67.93665,66.57837,65.804,64.03313,66.87277,63.31778,68.35184,71.18024,72.6593,72.19223,66.61325,65.23798,62.61716,65.70505,67.23602,,63.05832,63.733,64.07031,62.3577,65.60126,64.14822,65.10422,64.14822,65.10422,56.78125,56.375,60.96875,56.75
2019-01-11 05:16:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-11 05:20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.16211,,,,,,,,,,,,,
2019-01-11 05:28:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-11 05:30:00,70.12804,70.80305,62.15554,59.35659,70.53322,64.0184,63.733,62.85071,67.52145,62.87822,56.88254,70.08028,64.27789,66.12024,66.45755,65.39368,64.2922,64.745,65.80887,62.77289,63.78488,65.44556,65.91266,65.91266,63.36969,63.96649,64.22598,62.46149,58.54324,67.23602,66.92465,66.01645,57.97656,66.94962,60.25601,61.64908,63.14283,65.23238,68.76151,65.8411,63.24709,63.48941,70.44034,64.30375,65.73759,64.3941,64.09846,63.14106,67.14545,65.97619,64.81292,61.89429,66.50946,67.88477,66.57837,65.804,64.03313,66.82086,63.21399,68.45563,71.12833,72.815,72.34793,66.66516,65.23798,62.51337,65.60126,67.13223,63.1102,63.00641,63.68106,64.07031,62.30579,65.65317,65.18857,66.20078,65.18857,66.20078,56.65625,56.375,60.90625,56.4375
2019-01-11 05:39:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-11 05:40:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.16211,,,,,,,,,,,,,
2019-01-11 05:45:00,70.12804,70.69656,61.65372,59.35659,70.53322,63.96649,63.83676,62.85071,67.62527,62.87822,56.77875,70.08028,64.27789,66.12024,66.50946,65.34177,64.2922,64.745,65.80887,62.77289,63.78488,65.49747,65.91266,65.91266,63.42157,63.96649,64.1741,62.46149,58.49133,67.23602,66.82086,66.01645,57.97656,66.94962,60.25601,61.64908,63.14283,65.43459,68.76151,65.8411,63.24709,63.48941,70.64039,64.30375,65.73759,64.3941,63.89197,63.14106,66.84815,65.97619,64.81292,61.59574,69.26004,69.75308,66.57837,65.804,64.03313,66.87277,63.21399,68.45563,71.28403,72.91879,72.45172,66.61325,65.23798,62.46149,65.54935,67.18414,,63.00641,63.68106,64.12219,62.30579,65.70505,66.25702,66.70688,66.25702,66.70688,56.65625,56.25,60.78125,56.53125
