,RM355 ZN14 ZN-T,KIT-OFF ZN10 ZN-T,GUIDANCE ZN11 ZN-T,PRINCIPAL ZN11 ZN-T,RM260B ZN11 ZN-T,RM375 ZN14 ZN-T,RM375-02 ZN-T,RM377-01 ZN18 ZN-T,RM361 ZN20 ZN-T,RM116 ZN06 ZN-T,RM138 ZN09 ZN-T,RM260 ZN11 ZN-T,RM303 ZN14 ZN-T,RM305 ZN14 ZN-T,RM307 ZN14 ZN-T,RM309 ZN-T,RM310 ZN09 ZN-T,RM311 ZN14 ZN-T,RM313 ZN14 ZN-T,RM335 ZN18 ZN-T,RM337 ZN18 ZN-T,RM339 ZN18 ZN-T,RM343 ZN18 ZN-T,RM349 ZN20 ZN-T,RM353 ZN-T,RM373 ZN14 ZN-T,RM379 ZN18 ZN-T,RM137 ZN09 ZN-T,RM139 ZN09 ZN-T,RM201 ZN19 ZN-T,RM203 ZN19 ZN-T,RM205 ZN19 ZN-T,RM207 ZN19 ZN-T,RM211 ZN19 ZN-T,RM215 ZN-T,RM222 ZN-T,RM224 ZN-T,RM225 ZN-T,RM226 ZN-T,RM227 ZN-T,RM228 ZN-T,RM230 ZN-T,RM232 ZN-T,RM237 ZN-T,RM241 ZN-T,RM243 ZN-T,RM245 ZN-T,RM247 ZN-T,RM249 ZN-T,RM251 ZN-T,RM253 ZN-T,RM255B ZN-T,RM364A ZN02 ZN-T,RM364B ZN02 ZN-T,RM267 ZN-T,RM271 ZN-T,RM273 ZN-T,RM301 ZN20 ZN-T,RM320 ZN22 ZN-T,RM323 ZN22 ZN-T,RM325 ZN22 ZN-T,RM326 ZN22 ZN-T,RM328 ZN22 ZN-T,RM345 ZN18 ZN-T,RM347 ZN20 ZN-T,RM351 ZN18 ZN-T,RM357 ZN20 ZN-T,RM359- ZN20 ZN-T,RM365 ZN20 ZN-T,RM367 ZN20 ZN-T,RM369 ZN20 ZN-T,RM370 ZN20 ZN-T,RM377 ZN14 ZN-T,RM381 ZN18 ZN-T,Cafe UV08 ZN08 ZN-T,Cafe UV01 ZN08 ZN-T,Cafe UV14 ZN08 ZN-T,Cafe UV02 ZN08ZN-T,FieldHouse-NE ZN1 ZN-T,FieldHouse-NW ZN1 ZN-T,FieldHouse-SE ZN1 ZN-T,FieldHouse-SW ZN1 ZN-T
2019-03-02 00:50:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.48547,,,,,,,,,,,,,
2019-03-02 00:59:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-02 01:00:00,70.29947,70.56565,63.71309,62.71406,71.12379,67.08035,66.61325,65.70505,66.82086,63.25759,56.62302,70.10576,65.23798,66.45755,67.44363,66.17215,64.68007,66.17215,66.01645,64.22598,65.39368,66.97656,67.23602,66.06836,63.88867,66.45755,65.44556,63.05832,59.39954,68.40372,67.02844,67.02844,66.04422,67.55682,62.86351,61.1319,64.04846,64.74584,66.95392,66.23971,63.82424,64.08086,68.32933,61.10403,66.17511,63.73659,64.69828,65.34354,68.35143,67.98962,67.0557,62.50166,66.82086,68.35184,67.40261,67.99326,64.53765,67.83286,67.23602,69.46762,71.23215,72.08844,72.5036,66.97656,65.86078,62.51337,65.96457,67.57336,64.43356,64.79688,64.1741,64.84879,63.94055,66.30188,64.56998,64.82306,64.56998,64.82306,57.71875,58.34375,58.3125,58.03125
2019-03-02 01:10:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.38168,,,,,,,,,,,,,
2019-03-02 01:11:07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-02 01:15:00,70.29947,70.56565,63.21189,62.211,71.12379,66.92465,66.56134,65.60126,66.76898,63.25759,56.51923,70.10576,65.1861,66.40567,67.33984,66.06836,64.68007,66.12024,65.91266,64.12219,65.44556,66.87277,67.23602,65.96457,63.88867,66.35379,65.39368,62.9545,59.26981,68.35184,67.02844,67.02844,65.94043,67.3568,62.86351,61.1319,64.04846,64.54346,66.75033,66.03332,63.62156,63.87639,68.32933,60.89706,66.17511,63.73659,64.49402,65.14175,68.35143,67.69021,67.0557,62.50166,66.76898,68.29993,67.40261,67.99326,64.53765,67.72903,67.18414,69.41571,71.28403,72.08844,72.5036,66.92465,65.86078,62.46149,65.96457,67.52145,,64.79688,64.1741,64.745,63.88867,66.30188,64.56998,64.28879,64.56998,64.28879,57.59375,58.28125,58.1875,58.0
2019-03-02 01:20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.38168,,,,,,,,,,,,,
2019-03-02 01:22:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-02 01:30:00,70.29947,70.56565,63.21189,62.211,71.12379,66.87277,66.45755,65.60126,66.97656,63.15592,56.41544,70.10576,65.10825,66.35379,67.33984,66.01645,64.68007,66.12024,65.91266,64.12219,65.39368,66.82086,67.23602,65.96457,63.88867,66.35379,65.28989,62.85071,59.26981,68.29993,66.92465,66.92465,65.83664,67.3568,62.66412,61.1319,63.84841,64.54346,66.75033,66.03332,63.62156,63.87639,68.32933,60.89706,66.17511,63.73659,64.49402,65.14175,68.35143,67.69021,66.75397,62.50166,66.82086,68.24802,67.40261,67.99326,64.53765,67.72903,67.13223,69.36383,71.23215,72.08844,72.5036,66.92465,65.75699,62.46149,65.96457,67.62527,64.38168,64.745,64.12219,64.79688,63.83676,66.27594,64.56998,64.28879,64.56998,64.28879,57.59375,58.21875,58.125,57.75
2019-03-02 01:34:07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-02 01:40:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.32977,,,,,,,,,,,,,
2019-03-02 01:45:00,69.7971,70.46027,63.21189,62.211,71.12379,66.87277,66.45755,65.49747,66.76898,63.15592,56.31165,70.10576,65.10825,66.30188,67.23602,65.96457,64.57855,66.01645,65.91266,64.07031,65.34177,66.92465,67.13223,65.96457,63.78488,66.35379,65.28989,62.85071,59.2179,68.29993,66.87277,66.87277,65.73285,67.3568,62.66412,61.1319,63.84841,64.54346,66.75033,66.03332,63.62156,63.87639,68.32933,60.89706,65.97384,63.73659,64.29588,64.93721,68.35143,67.69021,66.75397,62.50166,66.76898,68.24802,67.40261,67.99326,64.53765,67.72903,67.02844,69.31192,71.18024,72.19223,72.39981,66.82086,65.80887,62.40958,65.86078,67.52145,,64.69305,64.12219,64.745,63.78488,66.27594,64.56998,64.28879,64.56998,64.28879,57.4375,58.125,58.03125,57.75
2019-03-02 01:45:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-02 01:50:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.32977,,,,,,,,,,,,,
2019-03-02 01:57:07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-02 02:00:00,69.7971,70.46027,63.21189,62.211,71.12379,66.76898,66.40567,65.49747,66.82086,63.04834,56.20786,70.10576,65.10825,66.30188,67.23602,66.01645,64.57855,66.01645,65.91266,64.07031,65.28989,66.87277,67.08035,65.91266,63.78488,66.35379,65.23798,62.79883,59.11411,68.24802,66.82086,66.82086,65.62903,67.3568,62.66412,61.1319,63.84841,64.54346,66.75033,66.03332,63.62156,63.87639,68.32933,60.69791,65.97384,63.73659,64.29588,64.93721,68.35143,67.69021,66.75397,62.50166,66.71704,68.24802,67.40261,67.99326,64.53765,67.67715,66.97656,69.36383,71.18024,72.14032,72.5036,66.82086,65.75699,62.30579,65.80887,67.52145,64.27789,64.745,64.12219,64.745,63.733,66.17215,64.56998,64.28879,64.56998,64.28879,57.375,58.0,57.90625,57.75
2019-03-02 02:08:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-02 02:10:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.27789,,,,,,,,,,,,,
2019-03-02 02:15:00,69.7971,70.46027,63.21189,61.70382,71.12379,66.76898,66.35379,65.39368,66.76898,63.04834,56.10406,70.10576,65.10825,66.27594,67.18414,65.91266,64.47119,66.01645,65.91266,64.0184,65.23798,66.82086,67.13223,65.80887,63.78488,66.27594,65.1861,62.77289,59.06219,68.24802,66.82086,66.76898,65.52527,67.15448,62.46609,61.1319,63.84841,64.33485,66.75033,66.03332,63.62156,63.87639,68.32933,60.69791,65.97384,63.53825,64.29588,64.93721,68.35143,67.69021,66.75397,62.1991,66.66516,68.24802,67.40261,67.99326,64.53765,67.67715,66.87277,69.36383,71.18024,72.14032,72.39981,66.87277,65.75699,62.30579,65.80887,67.46957,,64.64114,64.07031,64.745,63.68106,66.12024,64.56998,64.28879,64.56998,64.28879,57.25,57.875,57.90625,57.6875
2019-03-02 02:20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.1741,,,,,,,,,,,,,
2019-03-02 02:20:07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-02 02:30:00,69.7971,70.46027,63.21189,61.70382,71.12379,66.61325,66.30188,65.28989,66.61325,62.94365,56.05219,70.10576,65.05637,66.22403,67.13223,65.91266,64.47119,65.96457,65.86078,63.96649,65.23798,66.82086,67.08035,65.86078,63.733,66.22403,65.1861,62.61716,59.01031,68.19614,66.71704,66.76898,65.47336,67.15448,62.46609,61.1319,63.64656,64.33485,66.75033,66.03332,63.62156,63.87639,68.32933,60.69791,65.97384,63.53825,64.29588,64.73907,68.04651,67.69021,66.75397,62.1991,66.61325,68.19614,67.40261,67.99326,64.23983,67.62527,66.92465,69.36383,71.18024,72.08844,72.39981,66.82086,65.70505,62.25391,65.75699,67.44363,64.22598,64.64114,64.07031,64.64114,63.68106,66.12024,64.56998,64.28879,64.56998,64.28879,57.25,57.8125,57.84375,57.59375
2019-03-02 02:31:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-02 02:40:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.1741,,,,,,,,,,,,,
2019-03-02 02:43:07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-02 02:45:00,69.7971,70.46027,63.21189,61.70382,71.12379,66.61325,66.22403,65.23798,66.45755,62.94365,55.94839,70.10576,65.00446,66.22403,67.08035,65.91266,64.47119,65.91266,65.86078,63.94055,65.1861,66.82086,66.97656,65.70505,63.68106,66.12024,65.10825,62.56525,58.90652,68.04044,66.66516,66.71704,65.42145,67.15448,62.26232,61.1319,63.64656,64.33485,66.75033,65.83511,63.42113,63.67305,68.32933,60.69791,65.97384,63.53825,64.29588,64.73907,68.04651,67.69021,66.75397,62.1991,66.61325,68.19614,67.40261,67.99326,64.23983,67.62527,66.71704,69.26004,71.12833,72.08844,72.39981,66.82086,65.70505,62.202,65.60126,67.33984,,64.48547,63.96649,64.58926,63.62915,66.01645,64.06387,64.28879,64.06387,64.28879,57.125,57.75,57.78125,57.53125
2019-03-02 02:50:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.12219,,,,,,,,,,,,,
2019-03-02 02:54:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-02 03:00:00,69.7971,70.35866,62.71062,61.70382,71.12379,66.50946,66.12024,65.23798,66.40567,62.83287,55.84457,70.10576,65.00446,66.17215,67.08035,65.80887,64.3657,65.91266,65.80887,63.88867,65.1861,66.71704,66.97656,65.70505,63.62915,66.17215,65.05637,62.56525,58.85461,68.14423,66.61325,66.71704,65.34363,66.95366,62.26232,61.1319,63.64656,64.33485,66.75033,65.83511,63.42113,63.67305,68.32933,60.49521,65.77125,63.53825,64.09721,64.73907,68.04651,67.69021,66.75397,62.1991,66.61325,68.14423,67.09939,67.99326,64.23983,67.52145,66.76898,69.26004,71.07645,72.01059,72.24414,66.82086,65.60126,62.15012,65.54935,67.33984,64.12219,64.48547,63.96649,64.53735,63.62915,65.96457,64.06387,64.28879,64.06387,64.28879,57.03125,57.65625,57.6875,57.375
2019-03-02 03:06:07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-02 03:10:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.07031,,,,,,,,,,,,,
2019-03-02 03:15:00,69.7971,70.35866,62.71062,61.70382,71.12379,66.50946,66.17215,65.1861,66.35379,62.73158,55.76675,70.10576,64.95258,66.12024,67.02844,65.80887,64.3657,65.80887,65.75699,63.83676,65.10825,66.66516,66.92465,65.70505,63.57727,66.01645,65.00446,62.46149,58.69891,68.09235,66.66516,66.66516,65.29172,66.95366,62.06123,61.1319,63.44671,64.13181,66.75033,65.83511,63.42113,63.67305,68.32933,60.49521,65.77125,63.53825,64.09721,64.73907,68.04651,67.69021,66.75397,61.89822,66.61325,68.14423,67.09939,67.68753,64.23983,67.52145,66.61325,69.15622,71.02454,72.01059,72.29602,66.71704,65.65317,62.0463,65.44556,67.28793,,64.43356,63.96649,64.48547,63.57727,65.96457,64.06387,64.28879,64.06387,64.28879,56.96875,57.65625,57.625,57.375
2019-03-02 03:17:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-02 03:20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.07031,,,,,,,,,,,,,
2019-03-02 03:29:07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-02 03:30:00,69.7971,70.35866,62.71062,61.20324,71.12379,66.40567,66.12024,65.13419,66.27594,62.73158,55.71481,70.10576,64.95258,66.06836,67.02844,65.80887,64.2593,65.80887,65.80887,63.78488,65.10825,66.61325,66.87277,65.65317,63.57727,65.96457,65.00446,62.40958,58.69891,68.04044,66.50946,66.61325,65.18793,66.95366,62.06123,61.1319,63.44671,64.13181,66.5448,65.83511,63.42113,63.4671,68.32933,60.29581,65.77125,63.53825,64.09721,64.5381,68.04651,67.69021,66.75397,61.89822,66.56134,68.14423,67.09939,67.68753,64.23983,67.52145,66.40567,69.05243,71.02454,71.9068,72.24414,66.66516,65.60126,61.99442,65.34177,67.23602,64.0184,64.38168,63.94055,64.48547,63.47348,65.91266,64.06387,63.78271,64.06387,63.78271,56.96875,57.53125,57.5625,57.375
2019-03-02 03:40:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0184,,,,,,,,,,,,,
2019-03-02 03:40:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-02 03:45:00,69.7971,70.35866,62.71062,61.20324,71.12379,66.35379,66.17215,65.13419,66.22403,62.63155,55.61102,70.10576,64.90067,66.06836,66.92465,65.75699,64.2593,65.80887,65.75699,63.733,65.05637,66.56134,66.82086,65.60126,63.42157,65.96457,64.95258,62.3577,58.59512,67.98856,66.50946,66.56134,65.13602,66.95366,62.06123,61.1319,63.44671,64.13181,66.5448,65.83511,63.22269,63.4671,68.32933,60.29581,65.77125,63.53825,64.09721,64.5381,68.04651,67.38765,66.44836,61.89822,66.56134,68.09235,67.09939,67.68753,64.23983,67.46957,66.35379,69.05243,70.97266,71.9068,72.19223,66.66516,65.54935,61.9425,65.34177,67.18414,,64.32977,63.88867,64.32977,63.47348,65.86078,64.06387,63.78271,64.06387,63.78271,56.90625,57.46875,57.5625,57.3125
2019-03-02 03:50:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.96649,,,,,,,,,,,,,
2019-03-02 03:52:07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-02 04:00:00,69.7971,70.25734,62.71062,61.20324,70.62364,66.35379,66.01645,65.10825,66.17215,62.63155,55.55914,70.10576,64.90067,66.01645,66.92465,65.70505,64.2593,65.70505,65.70505,63.62915,65.00446,66.56134,66.76898,65.60126,63.47348,65.91266,64.90067,62.25391,58.59512,67.93665,66.45755,66.50946,65.03223,66.75323,61.85981,61.1319,63.44671,64.13181,66.5448,65.83511,63.22269,63.4671,68.32933,60.29581,65.57082,63.338,64.09721,64.5381,68.04651,67.38765,66.44836,61.89822,66.50946,68.04044,67.09939,67.68753,64.23983,67.52145,66.30188,69.05243,70.92075,71.85492,72.08844,66.61325,65.54935,61.9425,65.28989,67.13223,63.94055,64.32977,63.88867,64.38168,63.42157,65.75699,64.06387,63.78271,64.06387,63.78271,56.71875,57.40625,57.5,57.25
2019-03-02 04:03:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-02 04:10:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.94055,,,,,,,,,,,,,
2019-03-02 04:15:00,69.7971,70.25734,62.71062,61.20324,70.62364,66.30188,66.01645,65.00446,66.17215,62.53053,55.50723,70.10576,64.79688,65.96457,66.82086,65.65317,64.2593,65.70505,65.70505,63.68106,64.95258,66.50946,66.76898,65.54935,63.42157,65.80887,64.84879,62.15012,58.43942,67.98856,66.45755,66.50946,64.98035,66.75323,61.85981,61.1319,63.44671,63.92593,66.5448,65.63489,63.22269,63.4671,68.32933,60.09369,65.57082,63.338,64.09721,64.5381,68.04651,67.38765,66.44836,61.89822,66.50946,68.09235,67.09939,67.68753,63.94247,67.46957,66.22403,68.94867,70.89481,71.85492,72.08844,66.61325,65.49747,61.89063,65.28989,67.13223,,64.27789,63.88867,64.38168,63.36969,65.75699,64.06387,63.78271,64.06387,63.78271,56.71875,57.28125,57.4375,57.15625
2019-03-02 04:15:07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-02 04:20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.83676,,,,,,,,,,,,,
2019-03-02 04:26:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-02 04:30:00,69.7971,70.25734,62.71062,61.20324,70.62364,66.22403,66.01645,65.00446,66.06836,62.53053,55.35153,70.10576,64.79688,65.96457,66.82086,65.65317,64.15726,65.65317,65.70505,63.47348,64.95258,66.45755,66.71704,65.44556,63.36969,65.75699,64.79688,62.15012,58.43942,67.93665,66.40567,66.40567,64.92844,66.75323,61.85981,60.92899,63.44671,63.92593,66.5448,65.63489,63.22269,63.4671,68.32933,60.09369,65.57082,63.338,63.88806,64.32772,68.04651,67.38765,66.44836,61.89822,66.40567,68.09235,67.09939,67.68753,63.94247,67.44363,66.12024,68.89676,70.89481,71.80301,72.0625,66.56134,65.49747,61.83871,65.13419,67.13223,63.94055,64.1741,63.83676,64.27789,63.36969,65.70505,64.06387,63.78271,64.06387,63.78271,56.65625,57.25,57.28125,57.15625
2019-03-02 04:38:07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-02 04:40:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.88867,,,,,,,,,,,,,
2019-03-02 04:45:00,69.7971,70.25734,62.71062,61.20324,70.62364,66.17215,65.96457,64.79688,66.01645,62.4225,55.24774,70.10576,64.79688,65.96457,66.82086,65.65317,64.15726,65.65317,65.70505,63.42157,64.90067,66.50946,66.71704,65.49747,63.36969,65.80887,64.745,62.0463,58.38754,67.88477,66.40567,66.45755,64.82465,66.55472,61.65597,60.92899,63.23995,63.92593,66.5448,65.63489,63.22269,63.26653,68.1302,60.09369,65.57082,63.338,63.88806,64.32772,68.04651,67.38765,66.44836,61.89822,66.40567,68.04044,67.09939,67.68753,63.94247,67.44363,66.01645,68.84488,70.8429,71.7511,72.0625,66.45755,65.49747,61.78683,65.10825,67.02844,,64.1741,63.83676,64.27789,63.31778,65.70505,64.06387,63.78271,64.06387,63.78271,56.65625,57.1875,57.28125,57.09375
2019-03-02 04:49:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-02 04:50:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.88867,,,,,,,,,,,,,
2019-03-02 05:00:00,69.7971,70.25734,62.71062,60.70168,70.62364,66.12024,65.96457,64.84879,65.96457,62.4225,55.14395,70.10576,64.79688,65.91266,66.76898,65.60126,64.05516,65.65317,65.70505,63.36969,64.84879,66.40567,66.56134,65.39368,63.2659,65.70505,64.745,61.9425,58.33563,67.88477,66.40567,66.40567,64.82465,66.55472,61.65597,60.92899,63.23995,63.92593,66.34676,65.63489,63.01977,63.26653,68.1302,60.09369,65.37125,63.338,63.88806,64.32772,67.74667,67.38765,66.44836,61.59753,66.40567,68.04044,67.09939,67.38776,63.94247,67.39172,65.96457,68.84488,70.8429,71.64728,71.95871,66.40567,65.39368,61.73492,65.10825,66.97656,63.78488,64.07031,63.78488,64.1741,63.2659,65.60126,64.06387,63.78271,64.06387,63.78271,56.5625,57.125,57.21875,57.09375
2019-03-02 05:01:07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-02 05:10:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.78488,,,,,,,,,,,,,
2019-03-02 05:12:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-02 05:15:00,69.7971,70.15434,62.2104,60.70168,70.62364,66.01645,65.80887,64.79688,65.75699,62.32199,55.14395,69.60501,64.745,65.86078,66.76898,65.54935,64.05516,65.60126,65.65317,63.36969,64.79688,66.40567,66.61325,65.44556,63.2659,65.60126,64.64114,61.9425,58.23184,67.83286,66.40567,66.30188,64.72086,66.55472,61.65597,60.92899,63.23995,63.72169,66.34676,65.42891,63.01977,63.26653,68.1302,59.89557,65.37125,63.13696,63.88806,64.32772,67.74667,67.38765,66.44836,61.59753,66.40567,67.98856,66.8007,67.38776,63.94247,67.44363,65.91266,68.74109,70.68719,71.64728,71.95871,66.45755,65.44556,61.6311,64.95258,66.82086,,64.0184,63.733,64.1741,63.2659,65.54935,64.06387,63.78271,64.06387,63.78271,56.5625,57.0625,56.96875,56.9375
2019-03-02 05:20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.78488,,,,,,,,,,,,,
2019-03-02 05:24:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-02 05:30:00,69.7971,70.15434,62.2104,60.70168,70.62364,66.01645,65.70505,64.745,65.80887,62.32199,55.04016,69.60501,64.79688,65.80887,66.76898,65.49747,64.05516,65.60126,65.60126,63.31778,64.69305,66.45755,66.56134,65.28989,63.16211,65.54935,64.58926,61.83871,58.15402,67.83286,66.40567,66.30188,64.61703,66.55472,61.44814,60.73029,63.04168,63.72169,66.34676,65.42891,63.01977,63.26653,68.1302,59.89557,65.37125,63.13696,63.88806,64.12937,67.74667,67.08949,66.44836,61.59753,66.40567,67.98856,66.8007,67.38776,63.94247,67.39172,65.75699,68.74109,70.79102,71.64728,71.85492,66.40567,65.39368,61.60516,64.84879,66.76898,63.78488,63.96649,63.733,64.12219,63.21399,65.49747,64.06387,63.78271,64.06387,63.78271,56.4375,56.9375,57.09375,56.9375
2019-03-02 05:35:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-02 05:40:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.733,,,,,,,,,,,,,
2019-03-02 05:45:00,69.7971,70.15434,62.2104,60.70168,70.62364,66.01645,65.80887,64.69305,65.75699,62.21476,54.98828,69.60501,64.69305,65.80887,66.71704,65.49747,64.05516,65.49747,65.60126,63.2659,64.69305,66.30188,66.56134,65.34177,63.16211,65.54935,64.58926,61.73492,58.0502,67.83286,66.30188,66.30188,64.61703,66.55472,61.44814,60.73029,63.04168,63.72169,66.34676,65.42891,63.01977,63.26653,68.1302,59.69309,65.37125,63.13696,63.88806,64.12937,67.74667,67.08949,66.44836,61.59753,66.30188,67.93665,66.8007,67.38776,63.94247,67.39172,65.65317,68.74109,70.68719,71.5954,71.80301,66.40567,65.39368,61.6311,64.84879,66.71704,,63.94055,63.68106,64.12219,63.16211,65.44556,63.55777,63.78271,63.55777,63.78271,56.375,56.875,56.96875,56.875
2019-03-02 05:47:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
